gene,model,pearson,best,feature0,feature0_importance,feature1,feature1_importance,feature2,feature2_importance,feature3,feature3_importance,feature4,feature4_importance,feature5,feature5_importance,feature6,feature6_importance,feature7,feature7_importance,feature8,feature8_importance,feature9,feature9_importance
C1orf74 (148304),Core_omics,0.22561754968862074,True,ST_WNT_CA2_CYCLIC_GMP_PATHWAY_ssGSEA,0.023500162710905687,NRAS_(4893)_RNAseq,0.023142262416075674,KDM7A_(80853)_RNAseq,0.023132519667759432,PSG7_(5676)_RNAseq,0.02017920227179848,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.013583494461217123,ST_INTERFERON_GAMMA_PATHWAY_ssGSEA,0.012721858542447213,ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS_ssGSEA,0.010756735816190148,ST_GA12_PATHWAY_ssGSEA,0.01058768042946964,TNS2_(23371)_RNAseq,0.009999433198477951,MED1_(5469)_RNAseq,0.009535924809336693
C1orf74 (148304),DNA_based,0.12138759067855512,False,OCMI_L_media_crispr-confounders,0.05357356347256373,UNC93B1_(81622)_CN,0.020114370687487348,C1orf74_(148304)_CN,0.01970662640448704,HNF1B_(6928)_CN,0.017782352429630773,PSG7_(5676)_CN,0.01751747744179151,KAL1_(3730)_MutDam,0.016275593888902956,ANOS1_(3730)_CN,0.014470754328724475,MIR3613_(100500908)_CN,0.013925632630246923,TNS2_(23371)_CN,0.013257466126121142,SOX10_(6663)_CN,0.01296991572829357
C1orf74 (148304),Extended_omics,0.1688362116494667,False,UNC93B1_NRAS_Fusion,0.08528204737749717,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.015592804521870103,ST_G_ALPHA_S_PATHWAY_ssGSEA,0.010006548994571906,ST_WNT_CA2_CYCLIC_GMP_PATHWAY_ssGSEA,0.008532298639981459,BIOCARTA_KREB_PATHWAY_ssGSEA,0.00830632391998692,ST_ERK1_ERK2_MAPK_PATHWAY_ssGSEA,0.008302254017202334,TNS2_(23371)_RNAseq,0.007960428768668246,MED1_(5469)_RNAseq,0.0077306456339196064,MAP4K4_(9448)_RNAseq,0.00773014379223901,C36:2_PC_metabolomics,0.007704243461868394
C1orf74 (148304),Related,0.14598152768079448,False,C1orf74_(148304)_CN,0.3569773052403458,C1orf74_(148304)_RNAseq,0.2467221016627606,AML_Lin,0.04994661446566182,skin_Lin,0.03719231911797602,bone_Lin,0.028334743319620617,lung_Lin,0.027600981672430625,melanoma_Lin,0.02529690555829055,osteosarcoma_Lin,0.023096346560522518,urinary_tract_Lin,0.0220837928573681,colorectal_Lin,0.019196522017050462
HNF1B (6928),Core_omics,0.7294663848790092,False,HNF1B_(6928)_RNAseq,0.5865796009568748,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.06680848173861975,MAP4K4_(9448)_RNAseq,0.01222211424470006,BIOCARTA_KREB_PATHWAY_ssGSEA,0.007180815126326219,F8A1_(8263)_RNAseq,0.0059611768493844424,ANOS1_(3730)_RNAseq,0.0054521697271077965,ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS_ssGSEA,0.005230246805633779,SOX10_(6663)_RNAseq,0.0043990485310217145,ST_GA12_PATHWAY_ssGSEA,0.00339683894927476,TRIL_(9865)_RNAseq,0.002939145477745146
HNF1B (6928),DNA_based,0.35115328604333984,False,skin_Lin,0.0871613922302069,melanoma_Lin,0.06992291887111605,HNF1B_(6928)_CN,0.03064612116198801,colorectal_Lin,0.028870099780635088,HNF1B_(6928)_MutDrv,0.02715768403415595,PSG7_(5676)_CN,0.017888067190981433,ANOS1_(3730)_CN,0.017667950156114654,MED1_(5469)_MutDrv,0.017214433943544896,MED1_(5469)_CN,0.016474794091371592,TNS2_(23371)_CN,0.013086111240378005
HNF1B (6928),Extended_omics,0.7293467348422956,False,HNF1B_(6928)_RNAseq,0.5954838964990672,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.030270980853512708,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.009514402809095122,BIOCARTA_KREB_PATHWAY_ssGSEA,0.008111013393304802,F8A1_(8263)_RNAseq,0.006953965690791349,C1orf74_(148304)_RNAseq,0.0057170951766163285,TRIL_(9865)_RNAseq,0.005034134569872511,MED1_(5469)_RNAseq,0.004733530604668364,ST_GA12_PATHWAY_ssGSEA,0.0043863916492565495,NRAS_(4893)_RNAseq,0.004197947623152377
HNF1B (6928),Related,0.7560173769679975,True,HNF1B_(6928)_RNAseq,0.755575535506843,TRIL_(9865)_RNAseq,0.018392790085554847,MED1_(5469)_CN,0.015961673765643367,TRIL_(9865)_CN,0.01596110716289744,HNF1B_(6928)_CN,0.015543106993028528,NRAS_(4893)_RNAseq,0.01476464822534264,PSG7_(5676)_CN,0.01353129911419496,NRAS_(4893)_CN,0.013525813341391626,KDM7A_(80853)_CN,0.013218150012952562,ANOS1_(3730)_RNAseq,0.01294340351227609
MAP4K4 (9448),Core_omics,0.3003297433018829,False,NRAS_(N_Ras)_RPPA,0.04321487917551013,MAP4K4_(9448)_RNAseq,0.015971932957994057,BIOCARTA_PROTEASOME_PATHWAY_ssGSEA,0.015279784488771968,ST_GA12_PATHWAY_ssGSEA,0.013708713673918958,ST_ERK1_ERK2_MAPK_PATHWAY_ssGSEA,0.012386957343885936,ST_INTERFERON_GAMMA_PATHWAY_ssGSEA,0.012050050046216532,BIOCARTA_FEEDER_PATHWAY_ssGSEA,0.011410345323468593,MED1_(5469)_RNAseq,0.011085840082951682,TRIL_(9865)_RNAseq,0.010202050189056528,NRAS_(4893)_RNAseq,0.009872152733543672
MAP4K4 (9448),DNA_based,0.12740810297178515,False,TRIL_(9865)_CN,0.032216808854874816,NRAS_(4893)_MutDrv,0.019241620277285515,bone_Lin,0.01894030259305628,MED1_(5469)_CN,0.017565919285620176,ANOS1_(3730)_CN,0.016965685710543618,MAP4K4_(9448)_MutDrv,0.016341746412036864,AMY1A_(276)_MutDrv,0.015176801251735728,MIR3613_(100500908)_CN,0.01333370609997978,osteosarcoma_Lin,0.013325860277477428,skin_Lin,0.012972961736551514
